FEEDRATE,PSNR,DX,DY,MATCH
4680,20.10652293681568,18,9,0.948845
4680,20.124305478924835,17,10,0.956742
4680,20.12987102461359,17,10,0.954056
4680,20.130396425512306,18,9,0.942441
4740,19.9589912395456,18,9,0.959279
4740,19.968636356771068,18,9,0.952891
4740,19.972533465979186,18,9,0.954717
4740,19.98577503431958,17,10,0.963941
4740,20.01497401940737,17,10,0.958171
4740,20.020015080997624,17,10,0.964664
4800,20.062157720952673,18,9,0.956678
4800,20.083166416517475,17,10,0.964901
4800,20.101607283084736,18,10,0.946247
4800,20.107518645271085,17,9,0.944826
4800,20.11799252288406,17,10,0.966149
4800,20.118377673368993,17,10,0.963676
4800,20.120845637459887,17,10,0.957877
4800,20.12734810768421,18,10,0.94769
4800,20.127824925506737,17,10,0.953984
4800,20.131700316565414,17,10,0.963055
4800,20.1322420907613,17,10,0.965868
4800,20.13980436130977,17,10,0.954939
4800,20.141035575111772,17,10,0.948247
4800,20.141777935603983,17,10,0.956383
4800,20.142977929080974,17,10,0.96143
4800,20.14392349177584,17,10,0.950014
4800,20.144277461996758,17,10,0.955935
4800,20.15075643264092,17,10,0.952378
4860,20.08037167492646,18,9,0.946436
4860,20.093326548001286,18,9,0.946319
4860,20.10506110602146,18,10,0.939375
4860,20.110653712378813,18,9,0.946024
4860,20.111045649665446,17,10,0.967037
4860,20.1129938706884,17,10,0.966696
4860,20.113231386397832,18,9,0.952398
4860,20.12028675783313,17,10,0.940358
4860,20.12394252367981,17,10,0.9668
4860,20.127337805580936,17,10,0.953918
4860,20.128579306181415,17,10,0.957758
4860,20.1339935117514,18,9,0.93562
4860,20.13624316504416,18,9,0.954086
4860,20.136580327315826,17,10,0.956078
4860,20.143368739002064,17,10,0.965312
4860,20.14548162838731,17,10,0.965606
4860,20.15356356699462,18,9,0.933185
4860,20.162286811498426,17,10,0.954097
4920,31.82632250598548,0,0,0.966102
4920,32.34785724716302,0,0,0.968242
4920,33.649744764252276,-1,0,0.976118
4920,33.75432340898066,0,0,0.974284
4920,34.70467512219208,0,0,0.976315
4920,37.933118200108346,0,0,0.992387
4980,32.90043995296994,0,0,0.96904
4980,33.21415000577215,-1,0,0.976469
4980,33.62274976648625,-1,0,0.97865
4980,33.69769773169273,0,0,0.972315
4980,33.942787588568464,-1,0,0.989003
4980,34.19253062148569,-1,0,0.973817
4980,34.416180396295665,0,0,0.981368
4980,34.826837955946544,-1,0,0.986253
4980,35.129266234199655,-1,0,0.984684
4980,35.175013500386704,-1,0,0.980905
4980,35.40745469740487,0,0,0.981524
4980,35.44625351196142,0,0,0.983299
4980,35.75469973605825,0,0,0.986416
4980,36.231452541839026,-1,0,0.986855
4980,36.25111593779503,0,0,0.984659
4980,38.0540066891227,0,0,0.992679
4980,38.309904044338715,0,0,0.991014
4980,38.328306368416754,0,0,0.990233
5040,24.991087168261497,0,-1,0.776559
5040,31.2916153585947,-1,0,0.968253
5040,32.115036099466636,-1,0,0.972701
5040,32.6094855179878,0,0,0.972077
5040,32.61498630617333,0,0,0.957378
5040,33.62952420156317,-1,0,0.970529
5040,33.65400036223787,0,0,0.974046
5040,33.83253047772866,0,0,0.969062
5040,34.51557013965274,-1,0,0.974722
5040,34.79251021593571,0,0,0.979166
5040,34.79300775054939,-1,0,0.979778
5040,36.6308139944522,0,0,0.985588
5100,28.81284939209508,-2,1,0.962944
5100,30.027429374594963,-1,1,0.969043
5100,30.147286978428106,-1,1,0.974916
5100,30.217514822167697,-1,1,0.973152
5100,31.053899366192177,-1,1,0.988862
5100,31.119737168824138,-1,1,0.986497
5160,32.92744784202762,-1,0,0.976782
5160,33.24635763369587,0,0,0.975711
5160,33.36069774862448,0,0,0.975393
5160,33.73411383549011,0,0,0.975747
5160,34.53529325496764,-1,0,0.98965
5160,35.52512174891017,-1,0,0.99096
5220,33.27042228992086,0,0,0.97253
5220,33.875403326979246,0,0,0.972687
5220,34.36203599301165,0,0,0.980114
5220,34.53518176505572,0,0,0.976042
5220,34.64296472047223,0,0,0.980662
5220,35.459185117985854,0,0,0.983146
5220,35.473388257198316,-1,0,0.988243
5220,36.29113476514027,0,0,0.984881
5220,36.607962855390355,-1,0,0.989262
5220,37.398814434237934,0,0,0.990879
5220,37.78549410890336,0,0,0.991805
5220,38.6798667241733,0,0,0.993006
5280,32.436975498680155,0,0,0.95822
5280,32.557895079351376,0,0,0.971088
5280,32.637930039097604,0,0,0.968919
5280,32.64161041928137,0,0,0.971682
5280,32.790597311473356,0,0,0.973166
5280,32.864969422515216,-1,1,0.978658
5280,33.87733046217237,0,0,0.970391
5280,34.002981318712976,0,0,0.97454
5280,34.851287211012924,0,0,0.983087
5280,35.64900322236015,-1,0,0.985438
5280,35.88756035936616,0,0,0.983641
5280,37.48612153985123,-1,0,0.990848
5340,34.16584572358583,-1,0,0.975784
5340,34.29133373058772,0,0,0.971981
5340,34.5418833581461,0,0,0.973984
5340,34.715066172662794,0,0,0.982087
5340,34.72815710513035,-1,0,0.975728
5340,34.789573154636685,0,0,0.977997
5340,34.91619114497262,0,0,0.97603
5340,34.973865203128476,0,0,0.979353
5340,36.5925514723141,0,0,0.984575
5340,36.96486659184251,0,0,0.98788
5340,37.37402948248244,0,0,0.988563
5340,37.496433203861834,0,0,0.991324
5400,30.955527222306806,-1,1,0.975304
5400,30.99262417791359,-1,1,0.956846
5400,31.111389323587577,-1,1,0.972739
5400,31.220250362917614,-1,1,0.973191
5400,32.411055614843676,-1,1,0.986135
5400,33.56703698283726,-1,1,0.984818
5400,34.066767704945924,-1,0,0.983995
5400,34.15420924660049,0,0,0.970712
5400,34.27099267945521,-1,0,0.984751
5400,34.36027438623077,-1,0,0.983889
5400,34.65789141004279,0,0,0.981162
5400,35.087600961870685,0,0,0.978393
5400,35.391531473976414,-1,0,0.991044
5400,35.5412796588142,-1,0,0.983892
5400,35.77370837870201,-1,0,0.992319
5400,36.065494534028545,-1,0,0.987491
5400,36.670677646296525,0,0,0.987577
5400,37.31768465472723,0,0,0.988466
5460,30.741487567815096,-1,1,0.975104
5460,31.058094330054914,-1,1,0.977467
5460,31.24454879862747,-1,1,0.980843
5460,31.678043957770264,-1,0,0.969178
5460,31.80898111914495,-1,0,0.969858
5460,32.43310089710492,-1,1,0.985482
5460,33.41221484724902,-1,0,0.977355
5460,38.11463546248424,0,0,0.991247
5520,30.65469644015686,-1,1,0.974401
5520,30.834591671761814,-1,1,0.976782
5520,30.916515005659676,-1,0,0.970302
5520,31.008736487383274,-1,1,0.979409
5520,31.911004345741837,-1,1,0.984735
5520,32.93191196233561,-1,0,0.974452
5520,34.00287044858122,-1,0,0.970525
5520,34.11540427323746,-1,0,0.985065
5520,34.184941513126034,-1,0,0.98477
5520,34.18596028920213,-1,0,0.971718
5520,35.70319159731952,-1,0,0.992958
5520,35.737105909644924,-1,0,0.993778
5580,29.4122444538389,-1,0,0.933754
5580,29.595835790810227,0,0,0.941721
5580,31.95759946073366,0,0,0.95338
5580,32.1114696673562,0,0,0.961518
5580,32.17672559303023,-1,0,0.968728
5580,33.11652749641552,0,0,0.964819
5580,34.16959435133548,0,0,0.975331
5580,34.246678177488306,0,0,0.974803
5580,34.638715778440115,0,0,0.978054
5580,34.704682932788835,0,0,0.980965
5580,34.74735360451393,0,0,0.977846
5580,34.84184108303766,0,0,0.978076
5580,35.191057957997145,0,0,0.980269
5580,36.050805330836376,0,0,0.987207
5580,36.21314650512563,0,0,0.987087
5580,36.2763353415125,0,0,0.987094
5580,36.86479898807052,0,0,0.987444
5580,38.138615263632644,0,0,0.991111
5640,32.779935456238526,0,0,0.971865
5640,33.12111643189146,0,0,0.973464
5640,34.33772160896295,0,0,0.979848
5640,34.57668793392933,0,0,0.975956
5640,34.601001575396594,0,0,0.980405
5640,36.87840640359524,0,0,0.985972
5640,37.118403026072954,0,0,0.989532
5640,37.576617304149444,0,0,0.988825
5640,37.777671339694585,0,0,0.989255
5640,38.25117537299358,0,0,0.991382
5640,38.38195402874875,0,0,0.990606
5640,38.62061858800382,0,0,0.991954
5760,32.38520058773291,0,0,0.956963
5760,33.08373017268012,0,0,0.971149
5760,33.253511563574335,-1,0,0.972011
5760,33.27388089392644,0,0,0.970689
5760,33.51723827120416,0,0,0.974119
5760,33.59529006872751,-1,0,0.978795
5760,34.107695318565014,0,0,0.982901
5760,34.27644055368699,-1,0,0.9792
5760,35.106903052612616,0,0,0.976754
5760,36.178186145185826,0,0,0.985612
5760,37.0006839898942,-1,0,0.989671
5760,39.25790874033991,0,0,0.993242
5880,30.695374275771123,-1,0,0.950127
5880,30.91489592481565,-1,0,0.953919
5880,30.966277305632364,-1,1,0.963165
5880,31.13132558334739,-1,0,0.965049
5880,31.170380462133053,-1,1,0.965663
5880,31.616272425847075,-1,0,0.974148
5880,34.3249824229297,0,0,0.980643
5880,34.92512755527463,0,0,0.97877
5880,34.993418931102795,-1,0,0.987736
5880,35.22813770158034,-1,0,0.985634
5880,36.31332499690414,0,0,0.986271
5880,36.554137243765325,0,0,0.985921
5940,33.02546269596296,-1,0,0.972794
5940,33.578787513308185,-1,0,0.984454
5940,33.83927869667844,0,0,0.978539
5940,33.98377243431676,-1,0,0.973527
5940,34.04906986826771,0,0,0.98269
5940,34.691600984290645,0,0,0.975402
5940,34.73264179272209,-1,0,0.982041
5940,35.08013597708141,-1,0,0.981063
5940,35.59494167314628,0,0,0.984775
5940,35.74375627675637,-1,0,0.983403
5940,36.03079550115416,0,0,0.982071
5940,36.19787018998969,-1,0,0.992397
6000,32.9231009520618,0,0,0.976937
6000,33.108750255503395,0,0,0.962491
6000,33.92699230069622,0,0,0.975691
6000,34.429865560568075,-1,0,0.989853
6000,34.56410713827005,0,0,0.981688
6000,34.7916688157711,-1,0,0.981443
6060,30.297123904020037,0,0,0.946985
6060,30.999464510510244,-1,0,0.960669
6060,31.13604987142282,-1,0,0.954912
6060,31.413451246155564,0,0,0.947782
6060,31.90423674760978,-1,0,0.958753
6060,33.333006910375275,0,0,0.980337
6120,27.210613850196808,-1,1,0.873518
6120,27.789340695820957,-1,0,0.874493
6120,27.898851848864027,-1,1,0.880485
6120,28.133236972706882,-1,0,0.902591
6120,28.685278617528965,0,0,0.906882
6120,28.70988352361198,-1,1,0.906941
6120,28.922596525947636,0,0,0.914271
6120,29.235918935255796,-1,1,0.938565
6120,29.306990816588158,0,0,0.918262
6120,30.40272408425796,-1,0,0.934942
6120,30.53511376630011,-1,0,0.945997
6120,31.64664053843898,-1,0,0.956081
6120,31.89003683660342,0,0,0.957856
6120,32.12104494609809,-1,0,0.964386
6120,32.692585899408805,-1,0,0.973735
6120,33.66619310727502,-1,0,0.979221
6120,34.369065221473406,0,0,0.977734
6120,37.98311647254519,-1,0,0.99131
6180,27.06241629879917,-1,1,0.893324
6180,27.232672525129683,-1,1,0.894584
6180,28.19815126146278,-1,0,0.913431
6180,29.334315072983546,-1,1,0.939583
6180,29.862039070290546,-1,1,0.949164
6180,31.91706738997358,0,0,0.966576
6240,30.647983599893855,-1,0,0.956774
6240,30.652220251484934,-1,0,0.95425
6240,30.799348602995693,-1,0,0.958433
6240,31.791579850246002,-1,0,0.977966
6240,32.450842662007325,-1,1,0.986939
6240,32.628036621099334,-1,0,0.973968
6240,32.642206605743446,-1,0,0.969994
6240,32.7455765484322,-1,0,0.969195
6240,32.77851875319937,-1,0,0.983427
6240,32.94244192061032,-1,0,0.973311
6240,32.95195204657827,-1,0,0.976867
6240,33.8451273725051,-1,0,0.990928
6240,34.28619267715143,-1,0,0.981468
6240,35.407178747344474,-1,0,0.988206
6240,36.02754761180614,0,0,0.98283
6240,36.05456034242913,-1,0,0.990353
6240,37.792230300554294,-1,0,0.994166
6240,38.253978995615824,-1,0,0.99216
6300,30.56291401780987,-1,1,0.970824
6300,31.346884418438712,-1,1,0.97668
6300,32.03483484067417,-1,0,0.9759
6300,32.483826920933666,-1,0,0.985159
6300,32.50470591963375,-1,0,0.983614
6300,32.955104465392274,-1,1,0.987665
6300,32.973063854738804,-1,0,0.973764
6300,33.0756071103013,-1,0,0.985451
6300,33.17493041163722,-1,0,0.986258
6300,33.22624537231632,-1,0,0.975973
6300,33.25891827510385,-1,0,0.974646
6300,33.52791244823076,-1,0,0.991402
6300,34.98489436548772,0,0,0.978714
6300,35.076449266677486,-1,0,0.978997
6300,36.485805961128925,0,0,0.984436
6300,36.527417823751264,-1,0,0.984363
6300,36.55844586572639,0,0,0.985774
6300,37.78898592351724,-1,0,0.989084
6480,28.429489803950556,-1,1,0.911353
6480,28.486112474745685,-1,1,0.907036
6480,29.081364271102103,-1,0,0.930059
6480,29.61444093206402,-1,0,0.94424
6480,31.003842654333184,0,0,0.943704
6480,31.319626246945063,0,0,0.946863
6480,31.32100363074155,0,0,0.961516
6480,32.140280253962814,-1,0,0.965374
6480,32.566575661321885,0,0,0.97226
6480,33.750251855048646,-1,0,0.97923
6480,33.97593922958884,-1,0,0.974891
6480,36.28359244813519,0,0,0.989187
6540,33.00587188794304,-1,1,0.987688
6540,33.104563393518326,-1,1,0.987856
6540,33.14732612152999,-1,0,0.982875
6540,33.16955271201857,-1,1,0.987914
6540,33.1896570081024,-1,0,0.980699
6540,33.37279889926245,-1,0,0.979829
6540,33.39274903341228,-1,1,0.989678
6540,33.45196993421504,-1,1,0.983004
6540,33.58095774486002,-1,1,0.984264
6540,33.653433332078414,-1,1,0.985652
6540,34.98142516341532,0,0,0.983622
6540,36.8112897983223,0,0,0.989552
6600,29.055675601051647,-1,1,0.974078
6600,29.18916048479556,-2,1,0.982786
6600,29.210122644053904,-2,1,0.981254
6600,29.638377287169927,-1,1,0.988436
6600,29.686786418002175,-1,1,0.983314
6600,29.706897404833107,-1,1,0.983911
6600,29.75059434822147,-1,1,0.986083
6600,29.870910615574694,-1,1,0.981377
6600,30.168981507724183,-1,1,0.983445
6600,30.514554006677066,-1,1,0.989511
6600,31.005715191810555,-1,1,0.988452
6600,31.899409936283668,-1,1,0.992177
6600,32.24067577072118,-1,0,0.969437
6600,32.25821343010802,-1,0,0.978841
6600,32.299299469026515,-1,1,0.982795
6600,32.59004643637204,-1,1,0.986035
6600,32.60495610509666,-1,1,0.98716
6600,32.95404040212196,-1,0,0.979912
6600,33.13754796731508,-1,0,0.985668
6600,33.65786827522405,-1,1,0.988014
6600,33.863355121724524,-1,0,0.984543
6600,34.006574763268475,-1,1,0.990007
6600,34.97335088617647,0,0,0.98294
6600,35.15009828244099,-1,0,0.985765
6660,33.87767331210455,0,0,0.976581
6660,34.68284317201427,-1,0,0.984597
6660,34.951898384963634,-1,0,0.989314
6660,35.220557963589705,-1,0,0.988226
6660,35.41187373598663,-1,0,0.990191
6660,35.53979364100232,-1,0,0.989784
6660,35.8196645642731,0,0,0.984542
6660,36.730930421527304,0,0,0.985781
6660,36.9760645434886,0,0,0.98677
6660,37.00626182214484,0,0,0.988537
6660,37.29936890146645,0,0,0.988511
6660,37.784478106119884,0,0,0.98999
6720,31.133883994992345,-1,1,0.985617
6720,31.362800003038412,-1,1,0.976775
6720,31.4012096777906,-1,1,0.971828
6720,31.488100917250552,-1,1,0.986758
6720,31.549168287099242,-1,1,0.97564
6720,31.662426795867077,-1,1,0.988909
6720,31.805513670830937,-1,1,0.972863
6720,31.958541893940104,-1,1,0.994226
6720,32.209490531201034,-1,1,0.983679
6720,32.38741456229419,-1,1,0.975238
6720,32.42652479511149,-1,1,0.996594
6720,32.52734952245205,-1,1,0.978675
6720,32.724163766444434,-1,0,0.978992
6720,32.7251424755026,-1,0,0.971489
6720,33.03370141956086,-1,1,0.99022
6720,33.96653309300804,-1,1,0.986163
6720,33.98682869497235,-1,0,0.97886
6720,34.24122204130728,-1,0,0.976534
6720,34.331899067726894,-1,0,0.98275
6720,35.121437938053475,-1,0,0.99022
6720,35.227211243777504,-1,0,0.985027
6720,35.30928355574399,-1,0,0.984771
6720,35.332800962578034,-1,0,0.987408
6720,35.33408664848758,-1,0,0.986269
6720,35.399030422053784,-1,0,0.986764
6720,35.45900709597293,0,0,0.984173
6720,35.53654331725943,0,0,0.984663
6720,35.556452951063406,-1,0,0.987971
6720,35.56409309267627,0,0,0.984285
6720,37.57383641308172,0,0,0.989969
6780,33.04927390200397,-1,0,0.975784
6780,33.111250924437144,-1,1,0.981588
6780,33.478636861147045,-1,0,0.978273
6780,33.60800062000001,-1,1,0.981015
6780,34.184669442229186,-1,0,0.982855
6780,35.92100797986261,0,0,0.985395
6780,36.1681526191418,0,0,0.984697
6780,36.53077788174449,0,0,0.988176
6780,37.274800969434075,0,0,0.98759
6780,38.21092629996251,0,0,0.992177
