A,1,X10Y10Z0.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
A,2,X10Y10Z0.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
A,3,X10Y10Z0.jpg,6.2699681019922267,6.2699681019922267,6.2624830517953143
B,1,X10Y10Z-1.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
B,2,X10Y10Z-1.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
B,3,X10Y10Z-1.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
C,1,X10Y10Z-2.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
C,2,X10Y10Z-2.jpg,6.2699681019922267,6.2699681019922267,6.5192024052026492
C,3,X10Y10Z-2.jpg,6.2699681019922267,6.2699681019922267,6.3945852535974375
D,1,X10Y10Z-3.jpg,6.5192024052026492,6.5192024052026492,6.2699681019922267
D,2,X10Y10Z-3.jpg,6.2699681019922267,6.2699681019922267,6.2699681019922267
D,3,X10Y10Z-3.jpg,6.3945852535974375,6.5192024052026492,6.5192024052026492
E,1,X10Y10Z-4.jpg,6.5192024052026492,6.5192024052026492,6.5192024052026492
E,2,X10Y10Z-4.jpg,6.5192024052026492,6.5192024052026492,6.5192024052026492
E,3,X10Y10Z-4.jpg,6.5192024052026492,6.5311642846769242,6.5192024052026492

