XP,Z,REP,IMG,MEAN,MB,MG,MR,STDDEV,SB,SG,SR
BED,-100.5,REP2,IMG1,mean,34.32968125, 21.399687500000002, 62.604656250000005, stdDev,4.3161677473655518, 2.2958903289015455, 12.303032027485564
BED,-100.5,REP2,IMG2,mean,35.405131250000004, 23.550718750000001, 63.59995, stdDev,4.2709600700864909, 2.3542573369108055, 12.141824821562047
BED,-100.5,REP2,IMG3,mean,34.049712499999998, 20.926468750000002, 62.271600000000007, stdDev,4.3591932931843855, 2.2299634313758139, 12.431002410907954
BED,-100.5,REP3,IMG1,mean,34.193537500000005, 20.946237500000002, 62.441075000000005, stdDev,4.4465681413977531, 2.3434636958130306, 12.443592340814401
BED,-100.5,REP3,IMG2,mean,34.034806250000003, 20.84713125, 62.384643750000002, stdDev,4.4621947822748611, 2.3652166698367174, 12.383626001118818
BED,-100.5,REP3,IMG3,mean,35.601581250000002, 23.428118749999999, 63.745275000000007, stdDev,4.3058397844843617, 2.4665604768378513, 12.085949597544021
BED,-100.6,REP1,IMG1,mean,30.189606250000001, 18.768875000000001, 57.136800000000001, stdDev,3.4372162748306891, 1.4668823178343158, 12.199370814103478
BED,-100.6,REP1,IMG2,mean,29.460375000000003, 17.841731250000002, 56.492737500000004, stdDev,3.4454270213392939, 1.426221319702299, 12.201377371268116
BED,-100.6,REP1,IMG3,mean,31.0366125, 20.325062500000001, 57.879400000000004, stdDev,3.3089722006755751, 1.5775287227476098, 11.947987514221788
BED,-100.6,REP2,IMG1,mean,30.899537500000001, 19.392093750000001, 60.688387500000005, stdDev,3.5712508013430968, 1.5693131431332901, 12.707398343085167
BED,-100.6,REP2,IMG2,mean,31.324000000000002, 20.082381250000001, 61.077906250000005, stdDev,3.555077214351305, 1.5665190964838016, 12.720359639814058
BED,-100.6,REP2,IMG3,mean,29.868275000000001, 17.770881250000002, 59.726425000000006, stdDev,3.6809422739802735, 1.4654302605031702, 12.959283611348839
BED,-100.6,REP3,IMG1,mean,30.098993750000002, 17.781075000000001, 59.943950000000001, stdDev,3.7781601325858216, 1.4860928114942786, 13.030036296860413
BED,-100.6,REP3,IMG2,mean,30.760468750000001, 18.864550000000001, 60.642412500000006, stdDev,3.6563548829775012, 1.5586021934733609, 12.874649264342827
BED,-100.6,REP3,IMG3,mean,31.854612500000002, 20.776275000000002, 62.213781250000004, stdDev,3.5650823938365859, 1.6401553659257224, 12.726189682192709
BED,-100.7,REP1,IMG1,mean,27.656925000000001, 16.792612500000001, 55.125343750000006, stdDev,3.5981348702313709, 1.3441550970195923, 12.280464473884331
BED,-100.7,REP1,IMG2,mean,27.934506250000002, 17.1590375, 55.317156250000004, stdDev,3.5212131174796557, 1.3794091393034145, 12.188894767905985
BED,-100.7,REP1,IMG3,mean,29.224618750000001, 19.411031250000001, 56.54746875, stdDev,3.4252157110390011, 1.5278201993439642, 11.926524398070599
BED,-100.7,REP2,IMG1,mean,28.898331250000002, 18.335868749999999, 59.431237500000002, stdDev,3.6850009790057521, 1.4189339071195137, 12.802871620015331
BED,-100.7,REP2,IMG2,mean,28.589175000000001, 17.948450000000001, 59.18379375, stdDev,3.6729191822547702, 1.3772500127064764, 12.960768249122474
BED,-100.7,REP2,IMG3,mean,27.182443750000001, 15.857412500000001, 57.883306250000004, stdDev,3.9105908157317932, 1.2782923393511145, 13.21284654488619
BED,-100.7,REP3,IMG1,mean,26.947437500000003, 15.563600000000001, 58.800762500000005, stdDev,3.9279017533020921, 1.2930071693536604, 13.259258252956446
BED,-100.7,REP3,IMG2,mean,28.334256250000003, 17.6101375, 59.992918750000001, stdDev,3.8001485509563828, 1.4009576121688212, 13.010832740678008
BED,-100.7,REP3,IMG3,mean,28.9014375, 18.417075000000001, 60.418368750000006, stdDev,3.7276833199178565, 1.4345899917310883, 12.973151557698806
BED,-100.8,REP1,IMG1,mean,25.797037500000002, 15.487068750000001, 53.597156250000005, stdDev,3.653957611083317, 1.2530094902966258, 12.283031920624722
BED,-100.8,REP1,IMG2,mean,26.781625000000002, 16.888450000000002, 54.414393750000002, stdDev,3.4958582436041215, 1.3517143180050815, 12.11586497407267
BED,-100.8,REP1,IMG3,mean,27.75271875, 18.305425, 55.28875, stdDev,3.4514682721123808, 1.3866697766141141, 12.035635564335607
BED,-100.8,REP2,IMG1,mean,27.80624375, 17.81265625, 58.713056250000001, stdDev,3.7441757792050869, 1.3542834154400525, 12.749581151329487
BED,-100.8,REP2,IMG2,mean,26.451875000000001, 16.203587500000001, 57.669706250000004, stdDev,3.8322394215882287, 1.2608140742566796, 13.009816958309234
BED,-100.8,REP2,IMG3,mean,25.685962500000002, 15.020256250000001, 56.908718750000006, stdDev,3.9062136972513066, 1.2437175862453353, 13.098877298585473
BED,-100.8,REP3,IMG1,mean,25.936018750000002, 15.11628125, 58.107181250000004, stdDev,3.9040572036854599, 1.2656707395284259, 13.151779572728866
BED,-100.8,REP3,IMG2,mean,27.252950000000002, 17.0913875, 59.311062500000006, stdDev,3.7702723770968989, 1.3241877981781172, 12.920177151304584
BED,-100.8,REP3,IMG3,mean,27.06543125, 16.843856250000002, 59.101825000000005, stdDev,3.781975343854505, 1.3016577427787546, 12.990282682427445
BED,-100.9,REP1,IMG1,mean,23.756875000000001, 14.030693750000001, 51.784312500000006, stdDev,3.6907032167833558, 1.2211323203121489, 12.030016267750556
BED,-100.9,REP1,IMG2,mean,25.051281250000002, 15.9010625, 52.908568750000001, stdDev,3.4853301828375369, 1.2799946761974281, 11.843521291259769
BED,-100.9,REP1,IMG3,mean,25.217025, 16.273431250000002, 53.095300000000002, stdDev,3.5456981187595513, 1.2899918997898336, 11.880389531071765
BED,-100.9,REP2,IMG1,mean,25.576556250000003, 16.212624999999999, 57.071550000000002, stdDev,3.7885438021205249, 1.2565242175839739, 12.779320427843558
BED,-100.9,REP2,IMG2,mean,24.292193750000003, 14.5722, 55.890531250000002, stdDev,3.8896566766825158, 1.190398949932334, 12.909565168617155
BED,-100.9,REP2,IMG3,mean,24.1107625, 14.379193750000001, 55.756306250000002, stdDev,3.8822698474724531, 1.2031233727099309, 12.857706623119499
BED,-100.9,REP3,IMG1,mean,24.146656249999999, 14.324837500000001, 56.839506249999999, stdDev,3.8831814526668702, 1.2187772965532935, 12.890355813793935
BED,-100.9,REP3,IMG2,mean,25.42625, 16.11199375, 57.90596875, stdDev,3.7433271881442547, 1.2772729347954297, 12.667063664244514
BED,-100.9,REP3,IMG3,mean,24.647137499999999, 14.985318750000001, 57.15619375, stdDev,3.8547957865616884, 1.211802669950192, 12.857546801877138
BED,-101.0,REP1,IMG1,mean,22.347593750000001, 13.569525000000001, 50.439268750000004, stdDev,3.6571963079606253, 1.1833971329925559, 11.962302734644066
BED,-101.0,REP1,IMG2,mean,23.718931250000001, 15.34578125, 51.501193750000006, stdDev,3.5394571063615872, 1.2491613495255374, 11.88449193592054
BED,-101.0,REP1,IMG3,mean,23.201431250000002, 14.732681250000001, 51.082887500000005, stdDev,3.6272950254319509, 1.2110881206165043, 11.955267339643353
BED,-101.0,REP2,IMG1,mean,23.396606250000001, 14.538518750000001, 54.890418750000002, stdDev,3.8797386809501648, 1.1836928680609657, 12.742185770096448
BED,-101.0,REP2,IMG2,mean,22.1131125, 13.0360625, 53.83610625, stdDev,4.0091386933285085, 1.1316799441952545, 12.826285319168255
BED,-101.0,REP2,IMG3,mean,22.684775000000002, 13.6930625, 54.245737500000004, stdDev,3.9047145477454501, 1.1506690971316476, 12.750513737928097
BED,-101.0,REP3,IMG1,mean,23.052362500000001, 13.826231250000001, 55.611956250000006, stdDev,3.9764347308353694, 1.1872702605234455, 12.763716280851963
BED,-101.0,REP3,IMG2,mean,23.871000000000002, 15.204937500000002, 56.435368750000002, stdDev,3.8534055068211965, 1.2064154015486213, 12.680718544369768
BED,-101.0,REP3,IMG3,mean,22.62249375, 13.605443750000001, 55.351093750000004, stdDev,3.988807187770663, 1.1634030323090654, 12.868528545591793
BED,-101.1,REP1,IMG1,mean,20.39634375, 12.681675, 48.743850000000002, stdDev,3.6428070058453459, 1.1588115439427606, 11.754361410876394
BED,-101.1,REP1,IMG2,mean,21.586412500000002, 14.247468750000001, 49.723025, stdDev,3.5933404208123281, 1.1996939058665739, 11.638631678568363
BED,-101.1,REP1,IMG3,mean,20.520125, 12.921725, 48.777943750000006, stdDev,3.6633533114313463, 1.1603870149114022, 11.798824508053135
BED,-101.1,REP2,IMG1,mean,21.122375000000002, 12.9724375, 52.821125000000002, stdDev,3.9314245966792933, 1.1097703855274532, 12.49860707176504
BED,-101.1,REP2,IMG2,mean,19.847956249999999, 11.541400000000001, 51.88875625, stdDev,4.0716813416678317, 1.0779197743802542, 12.587681719764214
BED,-101.1,REP2,IMG3,mean,20.91894375, 12.87521875, 52.755450000000003, stdDev,3.8942407648135875, 1.1202615273445984, 12.414516011407772
BED,-101.1,REP3,IMG1,mean,21.08095625, 12.9242875, 53.7682875, stdDev,3.9844340671651146, 1.1093433270830819, 12.620395073742509
BED,-101.1,REP3,IMG2,mean,21.308975, 13.432181250000001, 54.022156250000002, stdDev,3.974740173819546, 1.1208760489672336, 12.569223935891426
BED,-101.1,REP3,IMG3,mean,20.329768749999999, 11.9440875, 53.088956250000003, stdDev,4.0065987846954991, 1.0953190367850578, 12.773950760652948
BED,-101.2,REP1,IMG1,mean,19.25999375, 12.22270625, 47.441506250000003, stdDev,3.5866310097305809, 1.12709058030442, 11.425883597394588
BED,-101.2,REP1,IMG2,mean,19.942618750000001, 13.14459375, 48.019625000000005, stdDev,3.573197257659924, 1.161840736702304, 11.348660267158179
BED,-101.2,REP1,IMG3,mean,18.64506875, 11.694900000000001, 46.94579375, stdDev,3.6271535062323257, 1.1180626055816252, 11.470892202983212
BED,-101.2,REP2,IMG1,mean,19.137112500000001, 11.68669375, 51.082631250000006, stdDev,3.9325993518719522, 1.0664346879724718, 12.203784897584969
BED,-101.2,REP2,IMG2,mean,18.435525000000002, 10.947468750000001, 50.622225, stdDev,3.9174775652675962, 1.0644173137324602, 12.207103917366116
BED,-101.2,REP2,IMG3,mean,19.571068750000002, 12.305075, 51.442637500000004, stdDev,3.9076766412759096, 1.0838319723900918, 12.096896690622488
BED,-101.2,REP3,IMG1,mean,19.749975000000003, 12.343150000000001, 52.568425000000005, stdDev,3.8938814182477275, 1.1019122367502701, 12.12399348479595
BED,-101.2,REP3,IMG2,mean,19.434337500000002, 12.055906250000001, 52.362493750000006, stdDev,3.9369802432948133, 1.0878273030269556, 12.177133469384762
BED,-101.2,REP3,IMG3,mean,18.235131250000002, 10.72115, 51.487225000000002, stdDev,3.9939603835382949, 1.0614460313647649, 12.288940121075331
BED,-101.3,REP1,IMG1,mean,17.888325000000002, 11.779731250000001, 45.910975000000001, stdDev,3.5979582674587758, 1.1400001876199026, 11.310660880310005
BED,-101.3,REP1,IMG2,mean,17.952931250000002, 11.941862500000001, 45.911356250000004, stdDev,3.5590435207754028, 1.1248144429610254, 11.371069036620337
BED,-101.3,REP1,IMG3,mean,16.737993750000001, 10.6181, 44.894993750000005, stdDev,3.6517884625154449, 1.0848167541110405, 11.430090438726218
BED,-101.3,REP2,IMG1,mean,17.419006250000002, 10.6107125, 49.355631250000002, stdDev,3.9515696264219922, 1.0492522300875822, 12.096915212731854
BED,-101.3,REP2,IMG2,mean,17.322800000000001, 10.577181250000001, 49.28535625, stdDev,3.9073136756600415, 1.0465326342969139, 12.062758414251112
BED,-101.3,REP2,IMG3,mean,18.355787500000002, 11.81319375, 50.086862500000002, stdDev,3.876377529968372, 1.0676596718809623, 12.044126365415384
BED,-101.3,REP3,IMG1,mean,18.360443750000002, 11.8280125, 51.184293750000002, stdDev,3.9085034288184941, 1.0865462713772305, 12.017801049431252
BED,-101.3,REP3,IMG2,mean,17.690318749999999, 10.925393750000001, 50.559856250000003, stdDev,3.9590628655527138, 1.0528545281571036, 12.072643340600097
BED,-101.3,REP3,IMG3,mean,16.71345625, 10.093325, 49.939606250000004, stdDev,3.9656996771485344, 1.0468717420844844, 12.138755448766601
BED,-101.4,REP1,IMG1,mean,16.695237500000001, 11.37158125, 44.243693750000006, stdDev,3.5618281568028696, 1.1098518480628152, 11.136587543148512
BED,-101.4,REP1,IMG2,mean,16.004075, 10.81940625, 43.754725000000001, stdDev,3.5691362252476444, 1.0885389967570984, 11.204067461166728
BED,-101.4,REP1,IMG3,mean,14.945087500000001, 9.6443187500000001, 42.86200625, stdDev,3.5323872405702788, 1.0949815516247019, 11.193271482232571
BED,-101.4,REP2,IMG1,mean,15.400650000000001, 9.4798187499999997, 47.424162500000001, stdDev,3.8562309419302174, 1.0334131396244393, 11.945085230905368
BED,-101.4,REP2,IMG2,mean,15.96158125, 10.0976125, 47.76686875, stdDev,3.8187570294074042, 1.0465224793781283, 11.834933716344747
BED,-101.4,REP2,IMG3,mean,16.672274999999999, 11.0444625, 48.402531250000003, stdDev,3.8288929632956603, 1.0495049242827614, 11.797315895693094
BED,-101.4,REP3,IMG1,mean,16.865993750000001, 11.00215, 49.399887500000006, stdDev,3.878177545569689, 1.0470472183717388, 11.908594689859227
BED,-101.4,REP3,IMG2,mean,15.691962500000001, 9.8750687500000005, 48.533056250000001, stdDev,3.9255844021742452, 1.026814702258116, 11.980595030478909
BED,-101.4,REP3,IMG3,mean,15.56678125, 9.7424937500000013, 48.414168750000002, stdDev,3.893466034865134, 1.0471135474297497, 11.978018220746007
BED,-101.5,REP1,IMG1,mean,15.14073125, 10.703162500000001, 42.379281250000005, stdDev,3.4635875137310239, 1.0720949111873097, 10.826225195487023
BED,-101.5,REP1,IMG2,mean,13.9947125, 9.6471812500000009, 41.528656250000004, stdDev,3.472378081710537, 1.0838531633244561, 10.862420486214642
BED,-101.5,REP1,IMG3,mean,13.428393750000001, 9.0780875000000005, 41.071987499999999, stdDev,3.4293928099535216, 1.0770108366881659, 10.800186586343958
BED,-101.5,REP2,IMG1,mean,13.606612500000001, 8.5535812500000006, 45.268162500000003, stdDev,3.6740810109255535, 1.0248983118575383, 11.564850901485665
BED,-101.5,REP2,IMG2,mean,14.958768750000001, 10.181106250000001, 46.355975000000001, stdDev,3.7296422394143112, 1.0240089238922288, 11.489711454139078
BED,-101.5,REP2,IMG3,mean,14.255806250000001, 9.244250000000001, 45.655975000000005, stdDev,3.730654354461282, 1.0169092572594551, 11.563133087505941
BED,-101.5,REP3,IMG1,mean,14.883262500000001, 9.8708375000000004, 47.143037500000005, stdDev,3.8018232278860249, 1.0246302008987143, 11.556702720654931
BED,-101.5,REP3,IMG2,mean,13.852243750000001, 8.7739624999999997, 46.364387499999999, stdDev,3.7336961366166261, 1.0074073399542762, 11.648615121543152
BED,-101.5,REP3,IMG3,mean,14.0909125, 9.2002500000000005, 46.675681250000004, stdDev,3.6932434820011211, 1.0160462280329576, 11.586490456492774
BED,-101.6,REP1,IMG1,mean,13.000093750000001, 9.6454250000000012, 39.996475000000004, stdDev,3.3743545666113581, 1.0824170034579921, 10.524689428879823
BED,-101.6,REP1,IMG2,mean,11.7919125, 8.4730187499999996, 38.986218749999999, stdDev,3.2593346088341, 1.08275551817964, 10.539326535749254
BED,-101.6,REP1,IMG3,mean,11.997425, 8.6319499999999998, 39.067156250000004, stdDev,3.318622586160564, 1.0893239635204961, 10.467652974190816
BED,-101.6,REP2,IMG1,mean,12.648668750000001, 8.6984812500000004, 43.791262500000002, stdDev,3.5913434259025441, 1.0187027011834411, 11.267721759792167
BED,-101.6,REP2,IMG2,mean,13.053725, 9.17369375, 44.070412500000003, stdDev,3.6445388767819455, 1.0152397407563116, 11.341097481277702
BED,-101.6,REP2,IMG3,mean,12.198981250000001, 8.2060500000000012, 43.37420625, stdDev,3.5978605048206678, 1.0183287276218735, 11.337339345387042
BED,-101.6,REP3,IMG1,mean,13.037656250000001, 8.8926437500000013, 45.304293749999999, stdDev,3.6754099440519452, 1.0354073524878613, 11.156927738571735
BED,-101.6,REP3,IMG2,mean,12.136118750000001, 7.9179375000000007, 44.578506250000004, stdDev,3.5550004129252089, 1.024019407088429, 11.206972685284413
BED,-101.6,REP3,IMG3,mean,13.1213625, 8.8264125, 45.20136875, stdDev,3.6199338590081678, 1.0317605729255992, 11.198365701142453
BED,-101.7,REP1,IMG1,mean,10.815206250000001, 8.48694375, 37.051287500000001, stdDev,3.1755149220183045, 1.095960553275497, 9.6633732253465023
BED,-101.7,REP1,IMG2,mean,9.7149687500000006, 7.4884187500000001, 36.082206249999999, stdDev,3.0582369817467439, 1.1128582006025909, 9.6517206177168795
BED,-101.7,REP1,IMG3,mean,10.43541875, 8.1200749999999999, 36.517018749999998, stdDev,3.1086036675891062, 1.0908801466591065, 9.6089891696342686
BED,-101.7,REP2,IMG1,mean,11.02585625, 8.1030187500000004, 41.603881250000001, stdDev,3.3977180142466135, 1.0484659685218394, 10.659228217178702
BED,-101.7,REP2,IMG2,mean,10.945293750000001, 8.0916437500000011, 41.512831250000005, stdDev,3.4772889549490871, 1.0397692883933056, 10.68204441382937
BED,-101.7,REP2,IMG3,mean,10.1647125, 7.2278687500000007, 40.911068750000005, stdDev,3.342150474222211, 1.03532945615076, 10.715993186950671
BED,-101.7,REP3,IMG1,mean,10.92343125, 7.7841125, 42.400043750000002, stdDev,3.415668818331695, 1.0336549653263187, 10.712484947391328
BED,-101.7,REP3,IMG2,mean,10.37093125, 7.2869312500000003, 41.896581250000004, stdDev,3.3622301018480951, 1.0480346882491212, 10.712126810869457
BED,-101.7,REP3,IMG3,mean,11.12024375, 8.1672250000000002, 42.601437500000003, stdDev,3.4792829994965815, 1.0386461377076401, 10.636490160461475
BED,-101.8,REP1,IMG1,mean,9.2190562500000013, 7.64645625, 34.561062499999998, stdDev,2.947597854073027, 1.1186657529556974, 8.9388741668676559
BED,-101.8,REP1,IMG2,mean,8.4058562500000011, 6.8253062500000006, 33.755843750000004, stdDev,2.8767363372989068, 1.1406525955394702, 8.832056327695474
BED,-101.8,REP1,IMG3,mean,9.1269437500000006, 7.7061250000000001, 34.4451125, stdDev,2.9561447079491781, 1.1276801338921423, 8.8755802549660832
BED,-101.8,REP2,IMG1,mean,9.6547875000000012, 7.6853625000000001, 39.576862500000004, stdDev,3.2741377994586189, 1.0392019743985057, 9.9357192571093531
BED,-101.8,REP2,IMG2,mean,9.2018812499999996, 7.2272937500000003, 39.194324999999999, stdDev,3.2091743815035119, 1.0400450957583194, 9.9542547583621275
BED,-101.8,REP2,IMG3,mean,8.5860125000000007, 6.5632437500000007, 38.62313125, stdDev,3.1199462094471673, 1.050511888598092, 9.9319396995387361
BED,-101.8,REP3,IMG1,mean,9.2389500000000009, 6.9540375000000001, 40.291512500000003, stdDev,3.201990068301273, 1.0563794056084905, 10.052304858207572
BED,-101.8,REP3,IMG2,mean,9.0016687500000003, 6.8655187500000006, 40.163425000000004, stdDev,3.1991508194008973, 1.0516159200955599, 10.00913856280223
BED,-101.8,REP3,IMG3,mean,9.8909125000000007, 7.6976250000000004, 40.789168750000002, stdDev,3.2917947106925958, 1.052244914159719, 9.9917487925799744
BED,-101.9,REP1,IMG1,mean,7.5118937500000005, 6.8145500000000006, 31.881143750000003, stdDev,2.7875497374416356, 1.1642844572955482, 8.043253660169853
BED,-101.9,REP1,IMG2,mean,7.1932, 6.4908062500000003, 31.46559375, stdDev,2.7293655416598206, 1.1674718304785507, 7.961407143838394
BED,-101.9,REP1,IMG3,mean,7.8986062500000003, 7.3446187500000004, 32.086268750000002, stdDev,2.8367081375180163, 1.157138352639145, 8.040854367091427
BED,-101.9,REP2,IMG1,mean,8.3042999999999996, 7.1254875000000002, 37.393300000000004, stdDev,3.0833263709831313, 1.0591283620712582, 9.2171383905201232
BED,-101.9,REP2,IMG2,mean,7.5962562500000006, 6.388325, 36.773675000000004, stdDev,2.9816035508323253, 1.0611744410675374, 9.1706073678014839
BED,-101.9,REP2,IMG3,mean,7.3900750000000004, 6.1483375000000002, 36.575562500000004, stdDev,2.9290683662856005, 1.0826049538468558, 9.1299727715143497
BED,-101.9,REP3,IMG1,mean,7.7985937500000002, 6.21294375, 38.024293750000005, stdDev,2.9744586520005512, 1.0622728977696554, 9.2154919056831037
