XP,Z,REP,IMG,MEAN,MB,MG,MR,STDDEV,SB,SG,SR
BED,-101.9,REP3,IMG2,mean,8.0223187500000002, 6.5550875, 38.200575000000001, stdDev,3.0598685630919573, 1.0755070280308527, 9.2642839534081087
BED,-101.9,REP3,IMG3,mean,8.4913000000000007, 7.1997187500000006, 38.769337499999999, stdDev,3.1449382839731514, 1.0523811908706997, 9.2679282912144991
BED,-102.0,REP1,IMG1,mean,6.0673812500000004, 5.9806249999999999, 29.309787500000002, stdDev,2.5729756153427572, 1.1899893316223478, 6.892602498682459
BED,-102.0,REP1,IMG2,mean,5.9835875000000005, 6.0410062500000006, 29.278987500000003, stdDev,2.5136538404966862, 1.2008225253803875, 6.9234775203537398
BED,-102.0,REP1,IMG3,mean,6.6060937500000003, 6.8675687500000002, 29.802900000000001, stdDev,2.7029348153832586, 1.1844801450524327, 6.9712015886789516
BED,-102.0,REP2,IMG1,mean,6.9594437500000002, 6.3697312500000001, 34.930968749999998, stdDev,2.8451228340066335, 1.0841955786542563, 8.0911087581692751
BED,-102.0,REP2,IMG2,mean,6.2998312500000004, 5.6930750000000003, 34.329237500000005, stdDev,2.7271198124621212, 1.0814964375230278, 8.0787121602761331
BED,-102.0,REP2,IMG3,mean,6.4148812500000005, 5.8187625000000001, 34.435081250000003, stdDev,2.739398619843127, 1.0836353023936385, 8.0662234382577154
BED,-102.0,REP3,IMG1,mean,6.4943312500000001, 5.5389375000000003, 35.731868750000004, stdDev,2.7500896104078931, 1.0866618016171115, 8.3050834964359765
BED,-102.0,REP3,IMG2,mean,6.9157062500000004, 6.1856437500000006, 36.181100000000001, stdDev,2.8666052769279098, 1.0967646274775347, 8.337529777458073
BED,-102.0,REP3,IMG3,mean,7.1416250000000003, 6.4098187500000003, 36.397950000000002, stdDev,2.9105377268427555, 1.0807600761262566, 8.3238594292251182
BED,-102.1,REP1,IMG1,mean,5.2845437500000001, 5.4009187500000007, 27.908775000000002, stdDev,2.4106230738827548, 1.2165352053674527, 6.4416430745094004
BED,-102.1,REP1,IMG2,mean,5.63003125, 5.9634749999999999, 28.165881250000002, stdDev,2.4950584911026517, 1.1995430064716337, 6.4111252647954382
BED,-102.1,REP1,IMG3,mean,5.9113125000000002, 6.4798187500000006, 28.42898125, stdDev,2.5494356291822209, 1.184743734800243, 6.43237952371814
BED,-102.1,REP2,IMG1,mean,5.9594500000000004, 5.8343687500000003, 33.150293750000003, stdDev,2.6780950687942355, 1.0682860286568552, 7.5977228850959673
BED,-102.1,REP2,IMG2,mean,5.4118875000000006, 5.128825, 32.528481249999999, stdDev,2.5486145623345533, 1.074728625921447, 7.5429636959486039
BED,-102.1,REP2,IMG3,mean,5.8432812500000004, 5.6452312500000001, 32.936100000000003, stdDev,2.6592683173005391, 1.0901469552420158, 7.5887938297202213
BED,-102.1,REP3,IMG1,mean,5.5851500000000005, 5.2711187500000003, 34.024275000000003, stdDev,2.6309146655678513, 1.0911408586422, 7.5764634378036115
BED,-102.1,REP3,IMG2,mean,6.16778125, 5.9338250000000006, 34.479375000000005, stdDev,2.738869420426691, 1.0814785570574177, 7.6713769695781941
BED,-102.1,REP3,IMG3,mean,6.0622500000000006, 5.79336875, 34.360293750000004, stdDev,2.7178484022292335, 1.0768750050602163, 7.7088590053075148
BED,-102.2,REP1,IMG1,mean,4.2303562499999998, 4.8247187500000006, 25.632268750000001, stdDev,2.2226543249200805, 1.2287423380833071, 5.4591189745025144
BED,-102.2,REP1,IMG2,mean,4.6100062500000005, 5.5815812500000002, 25.979856250000001, stdDev,2.3327207558901977, 1.2188086394707069, 5.4620818356498413
BED,-102.2,REP1,IMG3,mean,4.6665125000000005, 5.706175, 25.978237500000002, stdDev,2.36539343182984, 1.2136842132016872, 5.4845819251419314
BED,-102.2,REP2,IMG1,mean,4.8358750000000006, 5.1270937500000002, 30.780125000000002, stdDev,2.4308332901239842, 1.1092749563164845, 6.4296864219318612
BED,-102.2,REP2,IMG2,mean,4.4535999999999998, 4.6605750000000006, 30.399850000000001, stdDev,2.3743808750914428, 1.12135662007008, 6.3750770565931179
BED,-102.2,REP2,IMG3,mean,4.7985437500000003, 5.2907250000000001, 30.854800000000001, stdDev,2.4763953903478204, 1.1360640274099874, 6.4368813846458268
BED,-102.2,REP3,IMG1,mean,4.8505625000000006, 4.9490937500000003, 32.102125000000001, stdDev,2.4550113917441898, 1.1064932461207959, 6.7923970720486446
BED,-102.2,REP3,IMG2,mean,5.16853125, 5.6352375000000006, 32.476856250000004, stdDev,2.5822913212442633, 1.1129401684698699, 6.7904217002212492
BED,-102.2,REP3,IMG3,mean,5.0119375000000002, 5.1753937500000005, 32.198862500000004, stdDev,2.5365345446285072, 1.0973175394847801, 6.7982022407467193
BED,-102.3,REP1,IMG1,mean,3.6891812500000003, 4.6125250000000007, 24.394212500000002, stdDev,2.1145768973126602, 1.2449149064795537, 4.8037364628842409
BED,-102.3,REP1,IMG2,mean,4.0763125000000002, 5.2788250000000003, 24.72213125, stdDev,2.2416542780597886, 1.2415893521511034, 4.7473395399711462
BED,-102.3,REP1,IMG3,mean,3.8454812500000002, 5.0249937500000001, 24.447456250000002, stdDev,2.171630771079291, 1.2538516907756418, 4.7632540509966388
BED,-102.3,REP2,IMG1,mean,4.0284437500000001, 4.5499437500000006, 29.2638, stdDev,2.3057855934769682, 1.1522285458345203, 5.7167886142483857
BED,-102.3,REP2,IMG2,mean,3.8922187500000001, 4.3711687499999998, 29.1333625, stdDev,2.2928970653189902, 1.1626865480530155, 5.6883643908942529
BED,-102.3,REP2,IMG3,mean,4.2456437500000002, 4.9813000000000001, 29.520175000000002, stdDev,2.3845812835980111, 1.1585282948637907, 5.6999127598038628
BED,-102.3,REP3,IMG1,mean,4.1368499999999999, 4.6899312499999999, 30.5225875, stdDev,2.3317717678838132, 1.1704117310901487, 5.7146425789233604
BED,-102.3,REP3,IMG2,mean,4.5386375000000001, 5.1606125, 30.807256250000002, stdDev,2.4674191260492706, 1.1718377126734529, 5.6960803274564027
BED,-102.3,REP3,IMG3,mean,4.053725, 4.5567562500000003, 30.323775000000001, stdDev,2.3081705145796749, 1.159732179464696, 5.7343990312303026
BED,-102.4,REP1,IMG1,mean,3.4646375000000003, 4.425325, 23.43295625, stdDev,2.0510301054820599, 1.2367087953010611, 4.4524128442436686
BED,-102.4,REP1,IMG2,mean,3.72530625, 4.9826562500000007, 23.654618750000001, stdDev,2.1506073778611796, 1.2385446880657685, 4.4200755697327692
BED,-102.4,REP1,IMG3,mean,3.38308125, 4.4394999999999998, 23.159168750000003, stdDev,2.0101007452111546, 1.2274729121247454, 4.4510542637698016
BED,-102.4,REP2,IMG1,mean,3.5396437500000002, 4.0411062500000003, 28.228143750000001, stdDev,2.1787877072092035, 1.1623431189674307, 5.1171788301109808
BED,-102.4,REP2,IMG2,mean,3.5066937500000002, 4.2024187500000005, 28.2498875, stdDev,2.1913649156886073, 1.18049053348531, 5.0935136435808062
BED,-102.4,REP2,IMG3,mean,3.86958125, 4.6836250000000001, 28.604412500000002, stdDev,2.3049939695470871, 1.1924111536609332, 5.1049116573985458
BED,-102.4,REP3,IMG1,mean,3.9155125000000002, 4.4520875000000002, 29.726112500000003, stdDev,2.3127066096553945, 1.1659510677312945, 5.1758367089141828
BED,-102.4,REP3,IMG2,mean,3.8828125, 4.5453125000000005, 29.69088125, stdDev,2.3210298554399835, 1.1901404443777814, 5.2417878007792797
BED,-102.4,REP3,IMG3,mean,3.5028437500000003, 4.0165437500000003, 29.278718750000003, stdDev,2.1891503861283574, 1.1648798454501368, 5.1804787045598788
BED,-102.5,REP1,IMG1,mean,3.0081812500000003, 4.1390562500000003, 21.540681250000002, stdDev,1.8972814280302321, 1.2213495033510831, 3.8696311240088983
BED,-102.5,REP1,IMG2,mean,3.1401875000000001, 4.4416812500000002, 21.697175000000001, stdDev,1.9502781762722339, 1.2082110425742836, 3.8885758343351111
BED,-102.5,REP1,IMG3,mean,2.8331875000000002, 3.8800187500000001, 21.248606250000002, stdDev,1.8281578405169914, 1.2069064792470192, 3.8516475283261462
BED,-102.5,REP2,IMG1,mean,3.0480312500000002, 3.56583125, 27.088575000000002, stdDev,2.0656564934720962, 1.1610356353374505, 4.6478844079188235
BED,-102.5,REP2,IMG2,mean,3.2217125000000002, 3.9939375000000004, 27.235100000000003, stdDev,2.1387919644845663, 1.1690383852097195, 4.6309653950337299
BED,-102.5,REP2,IMG3,mean,3.3544062500000003, 4.2044500000000005, 27.44034375, stdDev,2.1716416509085783, 1.179915334886362, 4.6495017079076302
BED,-102.5,REP3,IMG1,mean,3.3242750000000001, 4.1011187500000004, 28.669625, stdDev,2.1693710434997051, 1.180754525038306, 4.8116904367773889
BED,-102.5,REP3,IMG2,mean,3.2759374999999999, 4.0333562499999998, 28.453306250000001, stdDev,2.1517425487482815, 1.1769637252634162, 4.8207773951626187
BED,-102.5,REP3,IMG3,mean,2.9699625000000003, 3.5118625000000003, 28.136343750000002, stdDev,2.0342468504568831, 1.1645156852072662, 4.8102447060244069
BED,-102.6,REP1,IMG1,mean,2.4392125, 3.78916875, 17.685175000000001, stdDev,1.6311130800296312, 1.1858462944342483, 3.3895479373177495
BED,-102.6,REP1,IMG2,mean,2.4218125000000001, 3.8345000000000002, 17.660406250000001, stdDev,1.6215113983083032, 1.1822054601464151, 3.4099882455751844
BED,-102.6,REP1,IMG3,mean,2.2532562500000002, 3.3046250000000001, 17.2507625, stdDev,1.5420903092348184, 1.1459891401645128, 3.4241047251206798
BED,-102.6,REP2,IMG1,mean,2.5549500000000003, 3.2660750000000003, 24.27734375, stdDev,1.8619191705066036, 1.1557536910496971, 4.3997754709002983
BED,-102.6,REP2,IMG2,mean,2.75521875, 3.6547000000000001, 24.533031250000001, stdDev,1.9413109976632896, 1.1777331658741721, 4.428457286293205
BED,-102.6,REP2,IMG3,mean,2.70225625, 3.6781687500000002, 24.551475, stdDev,1.9523460014392782, 1.1658659427753415, 4.4167366713870306
BED,-102.6,REP3,IMG1,mean,2.8422937500000001, 3.81736875, 25.576706250000001, stdDev,2.0246660190537447, 1.1957014997579618, 4.4308411900237434
BED,-102.6,REP3,IMG2,mean,2.6630687500000003, 3.4975312500000002, 25.351106250000001, stdDev,1.9532718916662462, 1.1826427631679131, 4.4982044363513509
BED,-102.6,REP3,IMG3,mean,2.5707750000000003, 3.2648625, 25.236006250000003, stdDev,1.8890085757812216, 1.16794599879179, 4.4247592928837181
BED,-102.7,REP1,IMG1,mean,1.7496562500000001, 3.34801875, 12.1152125, stdDev,1.4742487092875263, 1.2101453217066285, 2.726087137243371
BED,-102.7,REP1,IMG2,mean,1.6693312500000002, 3.1322624999999999, 11.920837500000001, stdDev,1.4253646648396461, 1.1652013264212111, 2.739962736716274
BED,-102.7,REP1,IMG3,mean,1.4404375, 2.7735500000000002, 11.536581250000001, stdDev,1.3006834005989891, 1.1194732678809258, 2.7227466485423131
BED,-102.7,REP2,IMG1,mean,2.05555625, 2.8889437500000001, 20.14518125, stdDev,1.5688115734803647, 1.0852178395768919, 3.9727246512498717
BED,-102.7,REP2,IMG2,mean,2.08985625, 3.1880937500000002, 20.392543750000002, stdDev,1.6218298629436867, 1.1126946981139694, 3.9537754936687928
BED,-102.7,REP2,IMG3,mean,2.0715625000000002, 3.0182375000000001, 20.304618749999999, stdDev,1.5939663762431595, 1.1070139536581047, 4.0053855828307556
BED,-102.7,REP3,IMG1,mean,2.1802812500000002, 3.2442187500000004, 21.150456250000001, stdDev,1.6504673340900864, 1.143230489511383, 4.0375774502584951
BED,-102.7,REP3,IMG2,mean,2.04868125, 2.93166875, 20.901987500000001, stdDev,1.5901765266467862, 1.1101236824216649, 4.0649869064787607
BED,-102.7,REP3,IMG3,mean,2.0551312500000001, 2.89995, 20.888350000000003, stdDev,1.5866408841554025, 1.1227599910488439, 4.0192112755489635
BED,-102.8,REP1,IMG1,mean,1.0993250000000001, 3.0094750000000001, 5.4965812500000002, stdDev,1.2987963829542335, 1.0992600804063613, 1.9762055338826574
BED,-102.8,REP1,IMG2,mean,0.9457937500000001, 2.7122999999999999, 5.1914937500000002, stdDev,1.1393936687821893, 1.0542194790459909, 1.9343148383112143
BED,-102.8,REP1,IMG3,mean,0.97405625000000007, 2.588025, 4.9640750000000002, stdDev,1.2001440212890857, 1.0235057886377585, 1.9193903705017898
BED,-102.8,REP2,IMG1,mean,1.4859500000000001, 2.4477875, 15.531881250000001, stdDev,1.3057718397560885, 1.0544187284204269, 3.3004406654109686
BED,-102.8,REP2,IMG2,mean,1.5821500000000002, 2.6640250000000001, 15.718568750000001, stdDev,1.3254344108630949, 1.0804262119066717, 3.2699870338463755
BED,-102.8,REP2,IMG3,mean,1.5042562500000001, 2.42521875, 15.516843750000001, stdDev,1.2994688854820409, 1.0344178385200238, 3.2791315600454198
BED,-102.8,REP3,IMG1,mean,1.5751500000000001, 2.6201250000000003, 15.954025000000001, stdDev,1.3515417039440549, 1.0752302006430985, 3.2562361399896895
BED,-102.8,REP3,IMG2,mean,1.4120000000000001, 2.3465750000000001, 15.717443750000001, stdDev,1.2488668864214472, 1.0283777367169127, 3.2693184634700119
BED,-102.8,REP3,IMG3,mean,1.4077625, 2.4103062500000001, 15.745687500000001, stdDev,1.243198392692715, 1.053656742592642, 3.2421752192538476
BED,-102.9,REP1,IMG1,mean,0.80761250000000007, 2.4237312500000003, 1.9400812500000002, stdDev,1.1505322897875356, 1.0744163893823644, 1.0561148107087774
BED,-102.9,REP1,IMG2,mean,0.71411875000000002, 2.2101375000000001, 1.70845625, stdDev,1.1064032541973281, 1.0248437593573714, 1.0072901726096297
BED,-102.9,REP1,IMG3,mean,0.70378125000000002, 2.2386375000000003, 1.7183125000000001, stdDev,1.0937084630505689, 1.0380340281482823, 0.99486288117697397
BED,-102.9,REP2,IMG1,mean,0.96086875000000005, 2.1973812500000003, 10.486812500000001, stdDev,1.1459766556406974, 1.0599867414965323, 2.4976516149863106
BED,-102.9,REP2,IMG2,mean,0.97967500000000007, 2.1938062500000002, 10.6095375, stdDev,1.163663136124454, 1.0375550045471986, 2.5064145778569351
BED,-102.9,REP2,IMG3,mean,0.96433125000000008, 2.0663687500000001, 10.4024625, stdDev,1.1670192758791249, 1.0018739636418532, 2.4824305501048261
BED,-102.9,REP3,IMG1,mean,1.0346625, 2.1580500000000002, 10.94463125, stdDev,1.1998639552439894, 1.0173102759237218, 2.5060433059952159
BED,-102.9,REP3,IMG2,mean,1.0058750000000001, 1.9927375000000001, 10.788993750000001, stdDev,1.1833703918786374, 0.99837856351874354, 2.5350458797546263
BED,-102.9,REP3,IMG3,mean,1.0094625000000002, 2.1472687500000003, 10.897187500000001, stdDev,1.17067735140548, 1.0392271961767727, 2.5064201742412884
BED,-103.0,REP1,IMG1,mean,0.62569375000000005, 2.1860437500000001, 0.21243125000000002, stdDev,0.91118800541432587, 0.80362862883668928, 0.43425708287077769
BED,-103.0,REP1,IMG2,mean,0.62786874999999998, 2.0590000000000002, 0.15238125, stdDev,0.86511535807280493, 0.76704400134542461, 0.37501493923367574
BED,-103.0,REP1,IMG3,mean,0.62175625000000001, 2.1090625000000003, 0.18460625, stdDev,0.88731359483890349, 0.78285878106702533, 0.40942249872343056
BED,-103.0,REP2,IMG1,mean,0.7633375, 2.0728124999999999, 5.9848625000000002, stdDev,1.0353759515720606, 0.9557645315891099, 2.05201933618905
BED,-103.0,REP2,IMG2,mean,0.74068750000000005, 2.0046500000000003, 5.9723750000000004, stdDev,1.0099354075106735, 0.94036741622623166, 1.9644717761716497
BED,-103.0,REP2,IMG3,mean,0.70235625000000002, 1.92654375, 5.7797687500000006, stdDev,1.0120965606531511, 0.90374107427732742, 1.9446347848692389
BED,-103.0,REP3,IMG1,mean,0.75993125000000006, 2.0316062500000003, 6.3726312500000004, stdDev,1.0561596684561656, 0.93758055385174077, 2.0361273785113334
BED,-103.0,REP3,IMG2,mean,0.71861249999999999, 1.9776312500000002, 6.2798187500000004, stdDev,0.99907886317535011, 0.93867240772456784, 2.0392112978179662
BED,-103.0,REP3,IMG3,mean,0.69104375000000007, 2.05821875, 6.3529875000000002, stdDev,0.96800815367740456, 0.95138941929603049, 2.0247190730676072
BED,-103.1,REP1,IMG1,mean,0.54223750000000004, 1.82136875, 0.0052187500000000003, stdDev,0.73066989372338997, 0.74993974859547063, 0.072656827954690542
BED,-103.1,REP1,IMG2,mean,0.50795000000000001, 1.7569187500000001, 0.0047937500000000003, stdDev,0.68548289365964488, 0.73286612413075658, 0.069880397544214781
BED,-103.1,REP1,IMG3,mean,0.52223750000000002, 1.7911312500000001, 0.0054250000000000001, stdDev,0.69479708807230189, 0.73760090514683974, 0.073794101220897051
BED,-103.1,REP2,IMG1,mean,0.54772500000000002, 1.7013312500000002, 1.6728125, stdDev,0.96156633904011013, 0.87684988896243632, 0.89740505895818867
BED,-103.1,REP2,IMG2,mean,0.51712500000000006, 1.6873812500000001, 1.6661312500000001, stdDev,0.93544467200096881, 0.86817381160021023, 0.89457414884035036
BED,-103.1,REP2,IMG3,mean,0.51175000000000004, 1.6211437500000001, 1.54143125, stdDev,0.91205780381508716, 0.87773099058648785, 0.8765106682313899
BED,-103.1,REP3,IMG1,mean,0.50516875000000006, 1.7078187500000002, 1.8422375000000002, stdDev,0.94041123133629023, 0.85023459536085499, 0.93380190275761887
BED,-103.1,REP3,IMG2,mean,0.51428750000000001, 1.6970750000000001, 1.8697812500000002, stdDev,0.94822643252745809, 0.84420018027420463, 0.93886864211583798
BED,-103.1,REP3,IMG3,mean,0.49782500000000002, 1.70435, 1.8604937500000001, stdDev,0.93762746833430599, 0.84319545628519621, 0.93242654199188124
BED,-103.2,REP1,IMG1,mean,0.49293750000000003, 1.6812687500000001, 0.0053375000000000002, stdDev,0.648170595671965, 0.67389104480875639, 0.073460949447648721
BED,-103.2,REP1,IMG2,mean,0.48381250000000003, 1.6540375, 0.0055125, stdDev,0.64643287729179588, 0.65509346554041437, 0.074713535211165055
BED,-103.2,REP1,IMG3,mean,0.46647500000000003, 1.6586750000000001, 0.0055687499999999999, stdDev,0.63374961489140169, 0.66772729791060648, 0.074499926331758878
BED,-103.2,REP2,IMG1,mean,0.52092499999999997, 1.7912125000000001, 0.30008750000000001, stdDev,0.7954870485275044, 0.83994510525614108, 0.48551260781132144
BED,-103.2,REP2,IMG2,mean,0.51650625000000006, 1.7359437500000001, 0.29721249999999999, stdDev,0.79294706236352097, 0.84350788190504611, 0.48407357895649505
BED,-103.2,REP2,IMG3,mean,0.53022500000000006, 1.7697812500000001, 0.26067499999999999, stdDev,0.80092068856722642, 0.80110428606295525, 0.46230243821009642
BED,-103.2,REP3,IMG1,mean,0.54300625000000002, 1.7332437500000002, 0.3933625, stdDev,0.82314212774036621, 0.88974566764100471, 0.52695203158707915
BED,-103.2,REP3,IMG2,mean,0.54286875000000001, 1.7342312500000001, 0.38752500000000001, stdDev,0.81912286640859777, 0.89375512391450795, 0.52468978870852834
BED,-103.2,REP3,IMG3,mean,0.54993750000000008, 1.7389750000000002, 0.42070000000000002, stdDev,0.82647216897712283, 0.89848675525852895, 0.53622430940791932
BED,-103.3,REP1,IMG1,mean,0.42299375, 1.5750187500000001, 0.0020187500000000001, stdDev,0.58573247943147011, 0.64929553144037377, 0.045162757316593277
BED,-103.3,REP1,IMG2,mean,0.42158125000000002, 1.5548375000000001, 0.0023, stdDev,0.58146410005127369, 0.63640030530614133, 0.048551107093453595
BED,-103.3,REP1,IMG3,mean,0.40405000000000002, 1.54440625, 0.00204375, stdDev,0.57774873214919309, 0.6351205279007579, 0.04516163289715619
BED,-103.3,REP2,IMG1,mean,0.48248750000000001, 1.64136875, 0.031175000000000001, stdDev,0.66777115267414033, 0.64304150451074082, 0.17822912044612688
BED,-103.3,REP2,IMG2,mean,0.4725375, 1.6311500000000001, 0.02711875, stdDev,0.65791018467093976, 0.64002904426283624, 0.16570553219020029
BED,-103.3,REP2,IMG3,mean,0.46411250000000004, 1.63118125, 0.028250000000000001, stdDev,0.64707000188831965, 0.64271220592769007, 0.17018941653346134
BED,-103.3,REP3,IMG1,mean,0.50193750000000004, 1.6449625000000001, 0.025818750000000001, stdDev,0.67485831556983134, 0.64148138990445358, 0.16271798348196642
BED,-103.3,REP3,IMG2,mean,0.46596875000000004, 1.6282625000000002, 0.025756250000000001, stdDev,0.64187566866445211, 0.64056516537644281, 0.16280468539307308
BED,-103.3,REP3,IMG3,mean,0.44704375000000002, 1.6177375000000001, 0.025437500000000002, stdDev,0.63692278620405585, 0.63538404220892231, 0.16156402320365137
BED,-103.4,REP1,IMG1,mean,0.410275, 1.5298750000000001, 0.00204375, stdDev,0.5775157351752418, 0.62555574042206652, 0.045711848419611081
BED,-103.4,REP1,IMG2,mean,0.41960625000000001, 1.55305, 0.00210625, stdDev,0.58374810060584992, 0.63743485745603867, 0.04625271571418807
BED,-103.4,REP1,IMG3,mean,0.40793750000000001, 1.5433187500000001, 0.0020375000000000002, stdDev,0.57009823372270674, 0.63569724389715365, 0.046052671950170272
BED,-103.4,REP2,IMG1,mean,0.49184375000000002, 1.59680625, 0.012118750000000001, stdDev,0.67039799789821675, 0.62848313418972324, 0.11145351451810526
BED,-103.4,REP2,IMG2,mean,0.47494375, 1.57649375, 0.0166625, stdDev,0.64328040879226034, 0.6199989566208457, 0.13085244015206596
BED,-103.4,REP2,IMG3,mean,0.46228750000000002, 1.5773812500000002, 0.014475, stdDev,0.63558262039151925, 0.61963670174420504, 0.12182148568704948
BED,-103.4,REP3,IMG1,mean,0.47038125000000003, 1.60451875, 0.011381250000000001, stdDev,0.64347511968096915, 0.63809351265973335, 0.10782725605540328
BED,-103.4,REP3,IMG2,mean,0.47912500000000002, 1.59746875, 0.012025000000000001, stdDev,0.64948189688012081, 0.62911631895336928, 0.11081696339008754
BED,-103.4,REP3,IMG3,mean,0.46844375000000005, 1.5888625000000001, 0.01590625, stdDev,0.6466291078245221, 0.62673036953202588, 0.12778200660084152
BED,-103.5,REP1,IMG1,mean,0.41746875, 1.5411750000000002, 0.0019, stdDev,0.5754029829375561, 0.63067790461930695, 0.043833662863146633
BED,-103.5,REP1,IMG2,mean,0.39724999999999999, 1.5385187500000002, 0.0019, stdDev,0.56915941308213469, 0.63499315421383662, 0.043690845723103139
BED,-103.5,REP1,IMG3,mean,0.39708125, 1.5412875000000001, 0.0018687500000000002, stdDev,0.55993993508093132, 0.63941015189293771, 0.044752181772931478
BED,-103.5,REP2,IMG1,mean,0.45525625000000003, 1.5870187500000001, 0.010906250000000001, stdDev,0.63124717570531552, 0.62756691846243529, 0.10476069735801448
BED,-103.5,REP2,IMG2,mean,0.45586875000000004, 1.57994375, 0.01596875, stdDev,0.62070720373895882, 0.62676470611860224, 0.12801854952872066
BED,-103.5,REP2,IMG3,mean,0.44481875000000004, 1.568875, 0.01145, stdDev,0.63348640841650072, 0.62389400892699709, 0.10773299169706557
BED,-103.5,REP3,IMG1,mean,0.47241250000000001, 1.5997250000000001, 0.0098312499999999997, stdDev,0.65200761486638326, 0.63673379396337992, 0.10004797111105003
BED,-103.5,REP3,IMG2,mean,0.46165, 1.58420625, 0.0126625, stdDev,0.64644549460878753, 0.62489743755350557, 0.11369767409120558
BED,-103.5,REP3,IMG3,mean,0.4392375, 1.5754312500000001, 0.0129625, stdDev,0.62493633163207118, 0.62567773376031, 0.11481277626531813
BED,-103.6,REP1,IMG1,mean,0.55405625000000003, 1.6638437500000001, 0.012375000000000001, stdDev,0.75376748526049964, 0.6627916155066671, 0.11301265139354974
BED,-103.6,REP1,IMG2,mean,0.49772500000000003, 1.6243875000000001, 0.015175000000000001, stdDev,0.66472349467654601, 0.6473331830238197, 0.12497887571505834
BED,-103.6,REP1,IMG3,mean,0.52452500000000002, 1.6208, 0.013981250000000001, stdDev,0.71086990678674822, 0.64629316877095344, 0.12004488597369528
BED,-103.6,REP2,IMG1,mean,0.45990625000000002, 1.5754125000000001, 0.013568750000000001, stdDev,0.64278106009039937, 0.62369900981463011, 0.11724819411589034
BED,-103.6,REP2,IMG2,mean,0.42950625000000003, 1.55773125, 0.01203125, stdDev,0.6149436000243742, 0.6172151997265114, 0.11044907887093265
BED,-103.6,REP2,IMG3,mean,0.42988125000000005, 1.5701625000000001, 0.012893750000000001, stdDev,0.60895062270962297, 0.622948411663237, 0.11419282469112278
BED,-103.6,REP3,IMG1,mean,0.41843125000000003, 1.5372875000000001, 0.011487500000000001, stdDev,0.59791014293406786, 0.60950565407036994, 0.10836529584581034
BED,-103.6,REP3,IMG2,mean,0.44526875000000005, 1.5407250000000001, 0.011631250000000001, stdDev,0.61861093610882556, 0.60968555368730848, 0.10889657489304932
BED,-103.6,REP3,IMG3,mean,0.41680625000000004, 1.5370937500000001, 0.01311875, stdDev,0.59700611383882618, 0.60161163029893061, 0.11563584391717605
BED,-103.7,REP1,IMG1,mean,0.55355624999999997, 1.63126875, 0.013856250000000001, stdDev,0.73906645715113983, 0.64559547339912282, 0.11964219295857753
BED,-103.7,REP1,IMG2,mean,0.50431875000000004, 1.6223125, 0.01330625, stdDev,0.69446479277097806, 0.64355625421850271, 0.11679766141039598
BED,-103.7,REP1,IMG3,mean,0.48668750000000005, 1.6073375000000001, 0.0118625, stdDev,0.66253134065019903, 0.64119315427860712, 0.10941563459465013
BED,-103.7,REP2,IMG1,mean,0.46527500000000005, 1.56231875, 0.012800000000000001, stdDev,0.63597891032250431, 0.61316096858690994, 0.11434010669926804
BED,-103.7,REP2,IMG2,mean,0.45552500000000001, 1.5684125, 0.010606250000000001, stdDev,0.6493627448314232, 0.61825943570943609, 0.10449285842074328
BED,-103.7,REP2,IMG3,mean,0.42081875000000002, 1.5578375, 0.0118625, stdDev,0.60273777851436983, 0.61084353446177209, 0.1093584980408473
BED,-103.7,REP3,IMG1,mean,0.45695625000000001, 1.5658562500000002, 0.011093750000000001, stdDev,0.63623677635447751, 0.61924385692224448, 0.10657475644324739
BED,-103.7,REP3,IMG2,mean,0.42826250000000005, 1.5664, 0.0098687500000000008, stdDev,0.60432088421115315, 0.6247427790699146, 0.10029385710719027
BED,-103.7,REP3,IMG3,mean,0.42659374999999999, 1.5459500000000002, 0.010100000000000001, stdDev,0.60869657667916743, 0.6107483913200259, 0.1016636119759671
BED,-103.8,REP1,IMG1,mean,0.52499375000000004, 1.62338125, 0.01405, stdDev,0.71502644179144703, 0.64742919856030423, 0.12016695677265028
BED,-103.8,REP1,IMG2,mean,0.49456250000000002, 1.60670625, 0.014131250000000001, stdDev,0.68486891708833597, 0.6348139697666848, 0.1202354264492687
BED,-103.8,REP1,IMG3,mean,0.48603750000000001, 1.6079375, 0.014462500000000001, stdDev,0.6552995869018613, 0.63807287678896807, 0.12223271286259664
BED,-103.8,REP2,IMG1,mean,0.47185625000000003, 1.5752312500000001, 0.013943750000000001, stdDev,0.67643028416529183, 0.62205527007126737, 0.11947519339150492
BED,-103.8,REP2,IMG2,mean,0.45503125, 1.5669625, 0.0112625, stdDev,0.62628093657993256, 0.61547016466580262, 0.10722945534576775
BED,-103.8,REP2,IMG3,mean,0.45941875000000004, 1.5661875000000001, 0.01033125, stdDev,0.64390656321273632, 0.62137485855460084, 0.10258906020350074
BED,-103.8,REP3,IMG1,mean,0.44443125, 1.5554937500000001, 0.012231250000000001, stdDev,0.62727554872116409, 0.61652894799103886, 0.11177721826668215
BED,-103.8,REP3,IMG2,mean,0.42200625000000003, 1.5418625000000001, 0.011725000000000001, stdDev,0.59554972501121806, 0.6120539445945512, 0.10982952414992975
BED,-103.8,REP3,IMG3,mean,0.41698125000000003, 1.5350812500000002, 0.01179375, stdDev,0.60050635895753635, 0.6061821557077024, 0.10928017871937024
